Time,A_x,A_y,A_z,B_x,B_y,B_z,C_x,C_y,C_z,Magnet_21_x,Magnet_21_y,Magnet_21_z,Magnet_22_x,Magnet_22_y,Magnet_22_z,Magnet_23_x,Magnet_23_y,Magnet_23_z,Magnet_24_x,Magnet_24_y,Magnet_24_z,Magnet_28_x,Magnet_28_y,Magnet_28_z,Magnet_29_x,Magnet_29_y,Magnet_29_z,Magnet_30_x,Magnet_30_y,Magnet_30_z,Magnet_31_x,Magnet_31_y,Magnet_31_z,Magnet_32_x,Magnet_32_y,Magnet_32_z,out_x,out_y,out_z,
22.2705,-0.0126259,-0.99992,6.32345e-05,0.182084,-0.983283,-0.000521062,-0.0163266,0.999867,-5.16815e-05,0.768776,-0.639496,-0.00519921,0.954315,-0.298746,-0.00575965,0.776955,0.629541,0.00429309,0.950425,0.310917,0.00486009,0.287656,0.957734,0.000596966,0.202541,-0.979274,-7.33047e-05,0.384864,0.922973,-9.41801e-05,0.99325,-0.115992,0.0010854,0.999855,0.0170489,-0.000203077,1,4.35657e-05,-2.57032e-05,
22.2806,-0.0126734,-0.99992,6.33677e-05,0.182501,-0.983206,-0.000509338,-0.0163657,0.999866,-5.16298e-05,0.772323,-0.635209,-0.00523261,0.956128,-0.292893,-0.00567255,0.779855,0.625946,0.00430033,0.952034,0.305957,0.00477136,0.288027,0.957622,0.000578567,0.202622,-0.979257,-6.74736e-05,0.384844,0.922982,-0.000101269,0.993095,-0.117311,0.00111186,0.99985,0.0173146,-0.000210149,1,4.7633e-05,-2.56545e-05,
22.2907,-0.0127208,-0.999919,6.33757e-05,0.182907,-0.98313,-0.000497776,-0.0164046,0.999865,-5.14728e-05,0.775868,-0.630874,-0.00526663,0.957879,-0.287117,-0.00558143,0.782744,0.622329,0.00430788,0.953588,0.301078,0.00468123,0.288382,0.957515,0.000559973,0.202696,-0.979242,-6.17243e-05,0.384819,0.922992,-0.000108382,0.992934,-0.11866,0.00113891,0.999845,0.0175876,-0.000217441,1,5.17278e-05,-2.55365e-05,
22.3008,-0.0127679,-0.999918,6.32888e-05,0.183303,-0.983056,-0.000486338,-0.0164432,0.999865,-5.12238e-05,0.77941,-0.626491,-0.00530124,0.959568,-0.281424,-0.00548675,0.785621,0.618693,0.00431559,0.955089,0.296282,0.00458997,0.288721,0.957413,0.000541166,0.202765,-0.979227,-5.58844e-05,0.384788,0.923005,-0.000115588,0.992769,-0.120038,0.00116649,0.99984,0.0178683,-0.00022491,1,5.57732e-05,-2.53474e-05,
22.3109,-0.0128147,-0.999918,6.31648e-05,0.183688,-0.982984,-0.000474991,-0.0164814,0.999864,-5.09245e-05,0.782951,-0.62206,-0.00533639,0.961195,-0.275817,-0.00538902,0.788487,0.615036,0.00432333,0.956538,0.291572,0.00449785,0.289045,0.957315,0.000522149,0.202829,-0.979214,-4.98186e-05,0.384751,0.92302,-0.000122958,0.992597,-0.121446,0.00119461,0.999835,0.0181568,-0.000232528,1,5.96961e-05,-2.50962e-05,
22.321,-0.012861,-0.999917,6.30688e-05,0.184063,-0.982914,-0.000463716,-0.0165192,0.999864,-5.06287e-05,0.78649,-0.61758,-0.00537201,0.962762,-0.270299,-0.0052887,0.791342,0.611359,0.00433097,0.957936,0.286949,0.00440512,0.289353,0.957222,0.000502961,0.202885,-0.979203,-4.34607e-05,0.384709,0.923038,-0.000130563,0.99242,-0.122885,0.00122327,0.99983,0.0184531,-0.000240281,1,6.34387e-05,-2.48009e-05,
22.3311,-0.0129071,-0.999917,6.30515e-05,0.184429,-0.982846,-0.000452526,-0.0165566,0.999863,-5.03848e-05,0.790026,-0.61305,-0.00540806,0.964269,-0.264875,-0.00518629,0.794185,0.607661,0.00433839,0.959283,0.282412,0.00431205,0.289645,0.957134,0.000483671,0.202936,-0.979192,-3.68266e-05,0.384661,0.923058,-0.000138459,0.992237,-0.124356,0.00125253,0.999824,0.0187575,-0.000248174,1,6.69674e-05,-2.44844e-05,
22.3412,-0.012953,-0.999916,6.31347e-05,0.184784,-0.982779,-0.00044146,-0.0165937,0.999862,-5.02199e-05,0.793559,-0.60847,-0.00544447,0.965717,-0.259546,-0.00508222,0.797016,0.603943,0.00434553,0.960582,0.277965,0.00421886,0.289921,0.95705,0.000464381,0.202979,-0.979183,-3.00056e-05,0.384606,0.923081,-0.000146683,0.992047,-0.125858,0.00128249,0.999818,0.01907,-0.00025623,1,7.02765e-05,-2.41709e-05,
22.3513,-0.0129989,-0.999916,6.33052e-05,0.185129,-0.982714,-0.000430579,-0.0166306,0.999862,-5.01328e-05,0.797088,-0.603838,-0.00548123,0.967109,-0.254315,-0.00497691,0.799835,0.600205,0.00435233,0.961833,0.273605,0.00412578,0.290181,0.956972,0.000445209,0.203015,-0.979176,-2.31358e-05,0.384545,0.923106,-0.000155239,0.991851,-0.127393,0.00131324,0.999812,0.0193908,-0.000264483,1,7.33872e-05,-2.38816e-05,
22.3614,-0.0130447,-0.999915,6.35218e-05,0.185465,-0.982651,-0.000419949,-0.0166674,0.999861,-5.00958e-05,0.800614,-0.599156,-0.00551832,0.968444,-0.249184,-0.00487073,0.802641,0.596447,0.0043588,0.963038,0.269335,0.00403303,0.290427,0.956897,0.000426279,0.203045,-0.979169,-1.63688e-05,0.384478,0.923134,-0.000164092,0.991649,-0.128962,0.0013449,0.999806,0.0197202,-0.000272982,1,7.63423e-05,-2.36304e-05,
22.3715,-0.0130905,-0.999914,6.37297e-05,0.185792,-0.982589,-0.000409626,-0.0167041,0.99986,-5.00658e-05,0.804135,-0.594421,-0.00555573,0.969725,-0.244153,-0.00476403,0.805434,0.59267,0.00436497,0.964198,0.265155,0.00394081,0.290656,0.956827,0.000407706,0.203068,-0.979165,-9.83558e-06,0.384403,0.923165,-0.000173172,0.991439,-0.130566,0.0013776,0.999799,0.0200584,-0.000281781,1,7.91962e-05,-2.34223e-05,
22.3816,-0.0131362,-0.999914,6.38789e-05,0.18611,-0.982529,-0.000399644,-0.0167407,0.99986,-4.99982e-05,0.807651,-0.589634,-0.0055935,0.970953,-0.239225,-0.00465714,0.808213,0.588874,0.0043709,0.965314,0.261063,0.00384934,0.290872,0.956762,0.000389576,0.203084,-0.979161,-3.62086e-06,0.384321,0.923199,-0.000182381,0.991221,-0.132205,0.00141144,0.999792,0.0204058,-0.000290934,1,8.20047e-05,-2.32526e-05,
22.3917,-0.0131819,-0.999913,6.39391e-05,0.18642,-0.98247,-0.000390009,-0.0167771,0.999859,-4.98621e-05,0.811163,-0.584794,-0.00563165,0.97213,-0.2344,-0.00455032,0.810979,0.585059,0.00437666,0.966388,0.257059,0.00375879,0.291073,0.956701,0.000371943,0.203095,-0.979159,2.24845e-06,0.384233,0.923236,-0.00019161,0.990996,-0.133882,0.00144653,0.999784,0.0207627,-0.000300492,1,8.48135e-05,-2.31075e-05,
22.4018,-0.0132273,-0.999913,6.39088e-05,0.186721,-0.982413,-0.000380705,-0.0168132,0.999859,-4.96489e-05,0.814668,-0.5799,-0.00567022,0.973256,-0.229678,-0.00444384,0.813731,0.581225,0.00438231,0.967422,0.253144,0.00366935,0.29126,0.956644,0.000354817,0.2031,-0.979158,7.79987e-06,0.384137,0.923276,-0.000200759,0.990763,-0.135597,0.00148295,0.999777,0.0211296,-0.000310502,1,8.76498e-05,-2.29667e-05,
22.4119,-0.0132724,-0.999912,6.3813e-05,0.187014,-0.982357,-0.000371698,-0.0168491,0.999858,-4.93739e-05,0.818168,-0.574952,-0.00570926,0.974335,-0.22506,-0.00433792,0.816469,0.577372,0.00438791,0.968416,0.249315,0.00358117,0.291435,0.956591,0.000338172,0.203099,-0.979158,1.31e-05,0.384034,0.923319,-0.000209762,0.990521,-0.137352,0.00152077,0.999769,0.021507,-0.000320999,1,9.05161e-05,-2.28066e-05,
22.422,-0.0133171,-0.999911,6.36944e-05,0.1873,-0.982303,-0.000362956,-0.0168845,0.999857,-4.90699e-05,0.82166,-0.569948,-0.00574881,0.975368,-0.220545,-0.00423279,0.819193,0.573501,0.00439348,0.969372,0.245573,0.00349438,0.291596,0.956541,0.000321956,0.203093,-0.97916,1.82328e-05,0.383924,0.923365,-0.000218598,0.99027,-0.139148,0.00156002,0.99976,0.0218954,-0.000332012,1,9.33887e-05,-2.26036e-05,
22.4321,-0.0133614,-0.999911,6.35985e-05,0.187579,-0.982249,-0.000354451,-0.0169195,0.999857,-4.87763e-05,0.825146,-0.564889,-0.00578889,0.976355,-0.216132,-0.00412863,0.821903,0.569611,0.00439904,0.970291,0.241916,0.00340912,0.291745,0.956496,0.000306102,0.203081,-0.979162,2.32789e-05,0.383808,0.923413,-0.000227303,0.99001,-0.140987,0.00160072,0.999751,0.0222953,-0.000343558,1,9.62197e-05,-2.23375e-05,
22.4422,-0.0134054,-0.99991,6.35589e-05,0.187851,-0.982198,-0.000346177,-0.0169541,0.999856,-4.85257e-05,0.828625,-0.559774,-0.00582954,0.9773,-0.211822,-0.00402562,0.824598,0.565702,0.00440457,0.971176,0.238342,0.00332545,0.291883,0.956454,0.00029055,0.203065,-0.979165,2.8299e-05,0.383686,0.923464,-0.000235965,0.98974,-0.14287,0.00164288,0.999742,0.0227073,-0.000355647,1,9.89417e-05,-2.19936e-05,
22.4523,-0.0134491,-0.99991,6.35881e-05,0.188115,-0.982147,-0.000338141,-0.0169885,0.999856,-4.83343e-05,0.832095,-0.554601,-0.00587078,0.978203,-0.207614,-0.00392392,0.827278,0.561775,0.00441002,0.972026,0.234851,0.00324345,0.292008,0.956416,0.000275263,0.203044,-0.97917,3.33274e-05,0.383557,0.923517,-0.000244711,0.98946,-0.1448,0.00168651,0.999732,0.0231319,-0.000368283,1,0.000101476,-2.15644e-05,
22.4624,-0.0134926,-0.999909,6.36747e-05,0.188374,-0.982097,-0.000330366,-0.0170226,0.999855,-4.81979e-05,0.835558,-0.549371,-0.00591261,0.979066,-0.203506,-0.0038237,0.829944,0.55783,0.00441533,0.972844,0.231441,0.00316316,0.292121,0.956381,0.000260231,0.203017,-0.979175,3.83728e-05,0.383422,0.923573,-0.000253681,0.989168,-0.146777,0.00173158,0.999722,0.0235698,-0.000381464,1,0.00010374,-2.10496e-05,
22.4725,-0.0135359,-0.999908,6.37882e-05,0.188625,-0.982049,-0.000322878,-0.0170565,0.999855,-4.80941e-05,0.839011,-0.544081,-0.00595502,0.979891,-0.199497,-0.00372508,0.832594,0.553866,0.00442043,0.97363,0.22811,0.00308459,0.292224,0.95635,0.000245477,0.202985,-0.979182,4.34253e-05,0.38328,0.923632,-0.000263008,0.988865,-0.148802,0.00177811,0.999711,0.0240215,-0.000395189,1,0.000105655,-2.04553e-05,
22.4826,-0.0135791,-0.999908,6.38901e-05,0.188871,-0.982002,-0.000315695,-0.0170903,0.999854,-4.79904e-05,0.842456,-0.538732,-0.00599802,0.98068,-0.195586,-0.0036282,0.835229,0.549884,0.00442525,0.974387,0.224857,0.00300776,0.292315,0.956322,0.00023105,0.202948,-0.979189,4.84664e-05,0.38313,0.923694,-0.000272791,0.988551,-0.150878,0.0018261,0.9997,0.0244874,-0.000409456,1,0.000107153,-1.97925e-05,
22.4927,-0.0136221,-0.999907,6.39465e-05,0.189111,-0.981956,-0.000308825,-0.0171238,0.999853,-4.78548e-05,0.84589,-0.533323,-0.00604158,0.981433,-0.191772,-0.00353319,0.837849,0.545884,0.0044297,0.975115,0.221681,0.00293266,0.292395,0.956298,0.000217008,0.202906,-0.979198,5.34773e-05,0.382974,0.923759,-0.000283082,0.988223,-0.153006,0.00187558,0.999688,0.0249683,-0.000424266,1,0.00010818,-1.90745e-05,
22.5028,-0.0136649,-0.999907,6.39378e-05,0.189346,-0.98191,-0.000302256,-0.0171572,0.999853,-4.76658e-05,0.849315,-0.527852,-0.00608568,0.982153,-0.188053,-0.00344018,0.840452,0.541867,0.00443374,0.975815,0.218579,0.00285928,0.292465,0.956276,0.000203406,0.202859,-0.979208,5.84441e-05,0.38281,0.923827,-0.000293873,0.987883,-0.155187,0.00192657,0.999676,0.0254646,-0.000439628,1,0.000108699,-1.83147e-05,
22.5129,-0.0137073,-0.999906,6.38641e-05,0.189575,-0.981866,-0.000295962,-0.0171902,0.999852,-4.74179e-05,0.852728,-0.522319,-0.00613028,0.982841,-0.184427,-0.00334927,0.843039,0.537834,0.0044373,0.976489,0.215551,0.00278762,0.292525,0.956258,0.00019028,0.202807,-0.979219,6.33593e-05,0.382637,0.923899,-0.000305109,0.987529,-0.157423,0.00197914,0.999662,0.0259768,-0.000455556,1,0.000108686,-1.75248e-05,
22.523,-0.0137493,-0.999905,6.37436e-05,0.189799,-0.981823,-0.000289909,-0.0172228,0.999852,-4.71225e-05,0.85613,-0.516724,-0.00617538,0.983498,-0.180892,-0.00326057,0.84561,0.533783,0.00444035,0.977137,0.212594,0.00271766,0.292575,0.956243,0.000177639,0.20275,-0.979231,6.82194e-05,0.382456,0.923974,-0.000316698,0.987161,-0.159716,0.00203334,0.999649,0.0265057,-0.000472074,1,0.000108128,-1.67124e-05,
22.5331,-0.0137909,-0.999905,6.36053e-05,0.190019,-0.98178,-0.000284064,-0.0172551,0.999851,-4.68027e-05,0.859519,-0.511066,-0.00622092,0.984125,-0.177446,-0.00317416,0.848163,0.529717,0.00444286,0.977761,0.209708,0.00264939,0.292615,0.95623,0.000165464,0.202688,-0.979243,7.30217e-05,0.382266,0.924052,-0.000328531,0.986778,-0.162067,0.00208925,0.999634,0.0270518,-0.000489215,1,0.000107021,-1.58804e-05,
22.5432,-0.013832,-0.999904,6.34793e-05,0.190234,-0.981739,-0.0002784,-0.017287,0.999851,-4.64856e-05,0.862896,-0.505343,-0.0062669,0.984725,-0.174087,-0.00309013,0.850698,0.525636,0.00444481,0.978361,0.20689,0.00258282,0.292647,0.956221,0.000153716,0.202621,-0.979257,7.77619e-05,0.382067,0.924135,-0.000340509,0.986379,-0.164477,0.00214694,0.999618,0.0276157,-0.000507019,1,0.000105359,-1.50262e-05,
22.5533,-0.0138727,-0.999904,6.33866e-05,0.190445,-0.981698,-0.000272906,-0.0173185,0.99985,-4.61934e-05,0.866259,-0.499556,-0.00631327,0.985299,-0.170812,-0.00300854,0.853215,0.52154,0.00444622,0.978939,0.20414,0.00251796,0.29267,0.956213,0.000142346,0.202549,-0.979272,8.24333e-05,0.381859,0.92422,-0.000352561,0.985963,-0.16695,0.00220649,0.999602,0.0281982,-0.000525534,1,0.000103134,-1.41421e-05,
22.5634,-0.013913,-0.999903,6.33337e-05,0.190651,-0.981658,-0.000267582,-0.0173496,0.999849,-4.59365e-05,0.869607,-0.493704,-0.00636001,0.985847,-0.16762,-0.00292942,0.855714,0.51743,0.00444708,0.979495,0.201455,0.0024548,0.292685,0.956209,0.00013131,0.202473,-0.979288,8.70289e-05,0.381643,0.92431,-0.000364658,0.98553,-0.169486,0.00226797,0.999585,0.0288,-0.000544815,1,0.000100326,-1.32154e-05,
22.5735,-0.013953,-0.999903,6.33105e-05,0.190854,-0.981618,-0.000262443,-0.0173804,0.999849,-4.57118e-05,0.87294,-0.487785,-0.0064071,0.986372,-0.164507,-0.00285279,0.858194,0.513306,0.0044474,0.98003,0.198834,0.00239337,0.292692,0.956207,0.000120579,0.202391,-0.979305,9.15449e-05,0.381417,0.924403,-0.00037682,0.985079,-0.172087,0.00233146,0.999567,0.0294218,-0.000564918,1,9.6901e-05,-1.22302e-05,
22.5836,-0.0139926,-0.999902,6.3295e-05,0.191052,-0.98158,-0.000257506,-0.017411,0.999848,-4.55037e-05,0.876257,-0.481801,-0.00645449,0.986873,-0.161472,-0.00277864,0.860655,0.509169,0.00444719,0.980546,0.196276,0.00233367,0.29269,0.956207,0.000110145,0.202306,-0.979322,9.59847e-05,0.381182,0.9245,-0.000389113,0.984609,-0.174756,0.00239701,0.999548,0.0300647,-0.000585902,1,9.28083e-05,-1.1168e-05,
22.5937,-0.0140319,-0.999902,6.32606e-05,0.191247,-0.981542,-0.000252786,-0.0174412,0.999848,-4.52908e-05,0.879557,-0.475749,-0.00650217,0.987353,-0.158511,-0.00270695,0.863097,0.505019,0.00444644,0.981043,0.193778,0.00227572,0.292681,0.95621,0.000100017,0.202216,-0.979341,0.000100362,0.380939,0.9246,-0.000401635,0.984119,-0.177495,0.00246469,0.999528,0.0307296,-0.000607825,1,8.79774e-05,-1.00093e-05,
22.6038,-0.0140708,-0.999901,6.31845e-05,0.191438,-0.981505,-0.000248292,-0.0174713,0.999847,-4.50523e-05,0.882839,-0.46963,-0.00655007,0.987813,-0.155624,-0.00263767,0.865518,0.500858,0.00444515,0.981522,0.191339,0.0022195,0.292665,0.956215,9.02137e-05,0.202121,-0.979361,0.0001047,0.380686,0.924704,-0.000414507,0.983607,-0.180306,0.00253455,0.999506,0.0314173,-0.000630742,1,8.23185e-05,-8.73481e-06,
22.6139,-0.0141093,-0.9999,6.30544e-05,0.191626,-0.981468,-0.000244018,-0.017501,0.999847,-4.47751e-05,0.886102,-0.463443,-0.00659816,0.988253,-0.152806,-0.00257074,0.867919,0.496685,0.00444331,0.981983,0.188957,0.00216501,0.292641,0.956222,8.07527e-05,0.202022,-0.979381,0.000109032,0.380423,0.924812,-0.000427845,0.983074,-0.18319,0.00260663,0.999484,0.032129,-0.000654707,1,7.57232e-05,-7.32657e-06,
22.624,-0.0141473,-0.9999,6.28714e-05,0.191811,-0.981432,-0.00023995,-0.0175303,0.999846,-4.44568e-05,0.889346,-0.457187,-0.00664637,0.988674,-0.150056,-0.00250609,0.8703,0.492502,0.00444088,0.982428,0.186631,0.00211223,0.292611,0.956232,7.16394e-05,0.201919,-0.979402,0.000113394,0.380151,0.924924,-0.000441752,0.982518,-0.186151,0.00268098,0.99946,0.0328659,-0.000679766,1,6.80664e-05,-5.76859e-06,
22.6341,-0.0141848,-0.999899,6.26485e-05,0.191993,-0.981396,-0.000236064,-0.0175592,0.999846,-4.41063e-05,0.892568,-0.450863,-0.00669461,0.989078,-0.147372,-0.00244362,0.87266,0.488309,0.00443784,0.982857,0.184359,0.00206113,0.292573,0.956243,6.28592e-05,0.201811,-0.979425,0.000117823,0.379868,0.925041,-0.000456303,0.981937,-0.18919,0.00275764,0.999434,0.0336289,-0.000705966,1,5.9209e-05,-4.04741e-06,
22.6442,-0.0142217,-0.999899,6.24055e-05,0.192172,-0.981361,-0.000232334,-0.0175877,0.999845,-4.37397e-05,0.895768,-0.444471,-0.0067428,0.989465,-0.144751,-0.00238326,0.874998,0.484106,0.00443415,0.983271,0.18214,0.00201164,0.29253,0.956256,5.43773e-05,0.201698,-0.979448,0.000122347,0.379574,0.925161,-0.000471534,0.98133,-0.192309,0.00283664,0.999407,0.0344195,-0.000733351,1,4.90003e-05,-2.15208e-06,
22.6543,-0.0142579,-0.999898,6.21618e-05,0.192348,-0.981327,-0.000228738,-0.0176158,0.999845,-4.33751e-05,0.898945,-0.438009,-0.00679083,0.989836,-0.142192,-0.00232491,0.877315,0.479894,0.00442977,0.98367,0.179971,0.0019637,0.29248,0.956272,4.61437e-05,0.201581,-0.979472,0.000126987,0.379268,0.925287,-0.000487449,0.980697,-0.195511,0.00291801,0.999379,0.0352388,-0.000761961,1,3.72809e-05,-7.39758e-08,
22.6644,-0.0142936,-0.999898,6.19302e-05,0.192522,-0.981293,-0.000225257,-0.0176435,0.999844,-4.30265e-05,0.902098,-0.431478,-0.00683856,0.990192,-0.139692,-0.00226848,0.87961,0.475675,0.00442466,0.984055,0.177852,0.00191724,0.292424,0.956289,3.81036e-05,0.201459,-0.979497,0.000131749,0.378951,0.925417,-0.00050402,0.980036,-0.198798,0.00300178,0.999348,0.036088,-0.000791841,1,2.38852e-05,2.19386e-06,
22.6745,-0.0143287,-0.999897,6.17129e-05,0.192693,-0.981259,-0.000221884,-0.0176708,0.999844,-4.26995e-05,0.905224,-0.424879,-0.00688585,0.990534,-0.13725,-0.00221388,0.881882,0.471449,0.00441878,0.984428,0.17578,0.00187218,0.292362,0.956308,3.02098e-05,0.201333,-0.979523,0.000136632,0.37862,0.925552,-0.000521202,0.979345,-0.202172,0.00308795,0.999316,0.0369686,-0.000823034,1,8.64232e-06,4.65755e-06,
22.6846,-0.0143633,-0.999897,6.1501e-05,0.192862,-0.981226,-0.000218617,-0.0176977,0.999843,-4.23904e-05,0.908324,-0.418211,-0.00693252,0.990862,-0.134864,-0.00216104,0.884132,0.467217,0.00441208,0.984787,0.173755,0.00182842,0.292294,0.956329,2.24321e-05,0.201201,-0.97955,0.000141622,0.378277,0.925692,-0.000538939,0.978623,-0.205636,0.00317653,0.999282,0.0378819,-0.000855591,1,-8.62274e-06,7.32337e-06,
22.6947,-0.0143973,-0.999896,6.12776e-05,0.193028,-0.981193,-0.000215458,-0.0177243,0.999843,-4.20878e-05,0.911395,-0.411475,-0.00697839,0.991177,-0.132532,-0.00210986,0.886358,0.462979,0.00440455,0.985135,0.171775,0.00178589,0.29222,0.956351,1.47634e-05,0.201064,-0.979578,0.000146701,0.37792,0.925838,-0.000557183,0.977869,-0.209191,0.00326752,0.999245,0.0388294,-0.000889562,1,-2.80902e-05,1.01989e-05,
22.7048,-0.0144307,-0.999896,6.10232e-05,0.193193,-0.981161,-0.000212409,-0.0177506,0.999842,-4.17764e-05,0.914435,-0.404671,-0.00702324,0.991479,-0.130252,-0.00206028,0.888561,0.458737,0.00439615,0.98547,0.16984,0.00174451,0.29214,0.956375,7.21833e-06,0.200922,-0.979607,0.000151848,0.377549,0.925989,-0.000575898,0.977081,-0.21284,0.00336087,0.999207,0.0398126,-0.000925006,1,-4.99471e-05,1.32942e-05,
22.7149,-0.0144635,-0.999895,6.07211e-05,0.193355,-0.981129,-0.000209469,-0.0177765,0.999842,-4.14423e-05,0.917444,-0.397802,-0.00706684,0.991769,-0.128023,-0.00201222,0.89074,0.454492,0.00438685,0.985795,0.167947,0.00170424,0.292055,0.956402,-1.72659e-07,0.200775,-0.979637,0.000157044,0.377164,0.926146,-0.000595071,0.976258,-0.216585,0.00345656,0.999166,0.040833,-0.000961985,1,-7.43902e-05,1.66226e-05,
22.725,-0.0144957,-0.999895,6.03623e-05,0.193515,-0.981097,-0.000206633,-0.017802,0.999842,-4.10772e-05,0.92042,-0.390867,-0.00710892,0.992048,-0.125843,-0.00196563,0.892895,0.450244,0.00437664,0.986108,0.166096,0.00166504,0.291964,0.956429,-7.37424e-06,0.200622,-0.979669,0.000162274,0.376764,0.926309,-0.000614709,0.975397,-0.220428,0.00355452,0.999122,0.0418923,-0.00100056,1,-0.00010163,2.02015e-05,
22.7351,-0.0145271,-0.999894,5.9947e-05,0.193673,-0.981066,-0.00020389,-0.0178271,0.999841,-4.06806e-05,0.92336,-0.383869,-0.0071492,0.992316,-0.123711,-0.00192045,0.895025,0.445995,0.0043655,0.986411,0.164287,0.00162688,0.291868,0.956459,-1.43572e-05,0.200464,-0.979701,0.000167532,0.37635,0.926478,-0.000634841,0.974497,-0.224371,0.00365467,0.999075,0.0429922,-0.00104081,1,-0.000131895,2.4053e-05,
22.7452,-0.0145577,-0.999894,5.94833e-05,0.193829,-0.981035,-0.000201227,-0.0178518,0.999841,-4.02596e-05,0.926263,-0.37681,-0.00718736,0.992574,-0.121626,-0.00187663,0.89713,0.441746,0.00435343,0.986704,0.162517,0.00158975,0.291766,0.95649,-2.11077e-05,0.200301,-0.979734,0.000172819,0.375919,0.926652,-0.000655508,0.973557,-0.228415,0.00375692,0.999025,0.0441344,-0.00108281,1,-0.000165438,2.82042e-05,
22.7553,-0.0145875,-0.999894,5.89836e-05,0.193983,-0.981005,-0.000198632,-0.0178761,0.99984,-3.9826e-05,0.929127,-0.36969,-0.00722305,0.992822,-0.119586,-0.00183413,0.899209,0.437498,0.0043404,0.986988,0.160786,0.00155367,0.291659,0.956522,-2.76313e-05,0.200132,-0.979769,0.000178147,0.375473,0.926833,-0.000676756,0.972574,-0.232562,0.00386115,0.998972,0.0453209,-0.00112661,1,-0.000202537,3.26868e-05,
22.7654,-0.0146165,-0.999893,5.84597e-05,0.194136,-0.980975,-0.000196093,-0.0178998,0.99984,-3.93926e-05,0.93195,-0.362514,-0.00725589,0.993061,-0.11759,-0.00179291,0.901263,0.433251,0.00432642,0.987262,0.159093,0.00151865,0.291548,0.956556,-3.39522e-05,0.199958,-0.979804,0.000183536,0.375011,0.92702,-0.000698628,0.971547,-0.236814,0.00396722,0.998915,0.0465535,-0.00117231,1,-0.000243508,3.7537e-05,
22.7755,-0.0146447,-0.999893,5.79185e-05,0.194286,-0.980945,-0.000193605,-0.0179232,0.999839,-3.89688e-05,0.93473,-0.355285,-0.00728547,0.99329,-0.115636,-0.00175292,0.90329,0.429008,0.00431147,0.987528,0.157436,0.00148471,0.291431,0.956592,-4.01068e-05,0.199779,-0.979841,0.000189012,0.374532,0.927214,-0.000721156,0.970474,-0.241172,0.00407499,0.998855,0.0478344,-0.00121996,1,-0.000288699,4.27946e-05,
22.7856,-0.014672,-0.999892,5.73599e-05,0.194435,-0.980915,-0.000191168,-0.0179461,0.999839,-3.85585e-05,0.937464,-0.348005,-0.00731134,0.993511,-0.113724,-0.00171413,0.905292,0.424769,0.00429556,0.987785,0.155815,0.00145186,0.291311,0.956629,-4.61351e-05,0.199594,-0.979879,0.000194602,0.374035,0.927414,-0.000744357,0.969353,-0.245637,0.00418428,0.99879,0.0491656,-0.00126965,1,-0.000338504,4.8503e-05,
22.7957,-0.0146984,-0.999892,5.6776e-05,0.194582,-0.980886,-0.000188785,-0.0179686,0.999839,-3.81589e-05,0.940151,-0.340678,-0.00733302,0.993723,-0.111852,-0.00167647,0.907266,0.420535,0.00427866,0.988034,0.154228,0.00142011,0.291185,0.956667,-5.20705e-05,0.199403,-0.979917,0.000200331,0.373519,0.927622,-0.000768226,0.968182,-0.25021,0.0042949,0.998721,0.0505493,-0.00132144,1,-0.000393357,5.47076e-05,
22.8058,-0.014724,-0.999892,5.61539e-05,0.194728,-0.980857,-0.000186459,-0.0179907,0.999838,-3.77619e-05,0.942789,-0.33331,-0.00734999,0.993928,-0.110019,-0.00163991,0.909214,0.416307,0.00426079,0.988275,0.152675,0.00138946,0.291055,0.956706,-5.79325e-05,0.199207,-0.979957,0.000206215,0.372986,0.927837,-0.000792741,0.96696,-0.254891,0.00440663,0.998647,0.0519879,-0.0013754,1,-0.00045374,6.1456e-05,
22.8159,-0.0147487,-0.999891,5.54793e-05,0.194872,-0.980829,-0.000184193,-0.0180125,0.999838,-3.73573e-05,0.945374,-0.325906,-0.00736169,0.994125,-0.108224,-0.00160437,0.911135,0.412087,0.00424192,0.988509,0.151153,0.00135989,0.290921,0.956747,-6.37228e-05,0.199004,-0.979999,0.000212257,0.372433,0.928059,-0.000817863,0.965684,-0.259681,0.00451925,0.998568,0.0534836,-0.0014316,1,-0.000520183,6.87969e-05,
22.826,-0.0147725,-0.999891,5.47401e-05,0.195014,-0.9808,-0.000181985,-0.0180338,0.999837,-3.69359e-05,0.947904,-0.318471,-0.00736754,0.994315,-0.106466,-0.00156977,0.913028,0.407876,0.00422205,0.988736,0.149663,0.00133138,0.290782,0.956789,-6.94261e-05,0.198795,-0.980041,0.000218446,0.37186,0.928289,-0.000843537,0.964353,-0.26458,0.00463249,0.998483,0.0550388,-0.0014901,1,-0.000593261,7.67802e-05,
22.8361,-0.0147953,-0.999891,5.39299e-05,0.195154,-0.980773,-0.000179829,-0.0180548,0.999837,-3.64925e-05,0.950377,-0.311012,-0.00736692,0.994498,-0.104744,-0.00153604,0.914893,0.403674,0.00420117,0.988956,0.148202,0.00130388,0.290639,0.956833,-7.50145e-05,0.19858,-0.980085,0.000224756,0.371266,0.928526,-0.000869702,0.962964,-0.269587,0.00474606,0.998393,0.0566562,-0.00155099,1,-0.000673603,8.5457e-05,
